title,full_text,author_name,author_image,other_image_name,firm_id
Kyber - ChatGPT for enterprise support,"# TL;DR Instead of digging across resources to find the right answer, Kyber provides highly specific and accurate answers right at your fingertips. ### Who Is It For? Any company/enterprise that gets repeat questions about the same thing over and over again that they’ve already documented or answered. ### How It Works ⚡ Install our **Slack/Discord/Front/Intercom** Apps each in **two clicks** **⚙️** We’ll ingest your knowledge base (typically public documentation) and configure them into your preferred access channels **❓** Go to town asking Kyber for help on questions about your knowledge base 🔍 Gain important insights into user questions and team questions, which you can then use to further refine your knowledge base 🚀 Accelerate support, onboarding, and more at speed of AI Direct Response Flow: ![uploaded image](https://bookface.ycombinator.com/media/?type=post&id=69780&key=user_uploads/271067/061a2882-761b-4b9d-83cf-edf2fc8ba501) Hidden Response Flow: ![uploaded image](/media/?type=post&id=69780&key=user_uploads/271067/98d2c6ea-889d-45a7-a4bc-33b6d11a4626) # Why We Built Kyber 🤔 We started Kyber because we were frustrated with the tradeoffs that different resources and support channels provide today. At the end of the day, we realized that end users just want factually correct answers and they want them NOW. Existing resources each make tradeoffs between speed, relevance, and trust: * Documentation (Immediately available, but not easy to search or always up to date):  * Speed ✅ * Relevance ❌ * Trust ✅ * Community (Friendly, but not sure if answers are trustworthy): * Speed ✅ * Relevance ✅ * Trust ❌ * Support Staff (Relevant and trustworthy answers, but usually very slow): * Speed ❌ * Relevance ✅ * Trust  ✅ We help bridge these gaps by either providing your users a direct interface for help or by enabling your CX teams to quickly search and generate answers using our flows. # How Can I Try It? Email us at [founders@askkyber.com](mailto:founders@askkyber.com) We’ll set up a custom demo where you’ll be able to try it out firsthand on top of your chosen knowledge base. Once you’re happy, we’ll give you and your team a white-glove onboarding experience. Have any additional flows, knowledge base sources, or integrations in mind? Let us know! We’re more than happy to support it and already have a few more exciting features planned for the future (stay tuned 😉).",Arvind Sontha,https://bookface-images.s3.amazonaws.com/avatars/6db185fb8a67fa875d1775d6725f3f8cc2776327.jpg,Otherimage_28218_1.jpg;Otherimage_28218_2.jpg;,28218
🛒🥭 Jaldi – South Asian Groceries Delivered!,,Sunny Singh,https://bookface-images.s3.amazonaws.com/avatars/3816805d2f3c62d2f009311ab8030ad9621922c9.jpg,,28366
Plutis - Semantic search as a service,"Hi 👋 We are Asim and Kamil, co-founders of Plutis. We are bringing the power of semantic search to companies so their customers can find what they’re looking for using conversational language, without having to navigate dozens of filters or browse numerous pages. ### **Problem** When you visit a site like TripAdvisor or LoopNet you’re confronted with a search box that serves as the gateway for interacting with the content and data stored on the platform. This search is very outdated, requiring end users to navigate various filters and browse multiple pages before they get access to the content they are looking for. Because search capabilities are currently limited and do not offer natural language understanding, a few different problems arise for companies: 1. Customers don’t always find what they are looking for, even if it exists on the site, leading to lower conversions. 2. Consumers have increasingly lower attention spans and attrition to competitors can be quite high if search doesn’t work well. 3. Ad placement in search results are less organic and present a tradeoff that can often lead to sub-par customer experiences. ### **Introducing Plutis** We are modernizing the search stack for companies by leveraging LLMs to develop conversational, semantic search which can be used to develop more immersive search experiences that help users find what they are looking for in a fraction of the time.\\ \\ On travel sites leveraging our software, for example, customers can search for 3-day itineraries, romantic restaurants with particular scenery and aesthetics, and even do an end to end experience booking without having to go through the hassle of trying different filters and performing 1-dimensional search queries. ![uploaded image](/media/?type=post&id=69773&key=user_uploads/171080/0d0a41eb-4d43-4d2d-a26f-053e767ba43c) **_But why would companies not build this on their own or use out of the box models for semantic search?_** Current LLMs (out of the box) can be pretty **costly per search** and are **not purpose-built** for a specific company’s needs. They also suffer from hallucinations (can provide wrong answers that seem correct, leading to a bad consumer experience), provide often **suboptimal results** that don’t understand customer-specific intent, lead to a slowdown in the search experience causing customer attrition, and can provide responses that take the user to another site or competitor. We build lightweight, fine-tuned models to offer a more cost-effective and fast semantic search experience, built on top of a company’s data sources. We expose these fast, dedicated inference endpoints via an API and manage scaling the underlying infrastructure, providing a reliable and powerful search interface that adapts with a company’s needs.  Our APIs not only abstracts out the complexities of standing up a tailored LLM but also provide wrappers that make LLMs work for semantic search (e.g. linking content from data sources that support responses given by the LLMs for a more immersive search and discovery experience, embedding organic advertisements into the conversational interface for more revenue generation opportunities, etc). Companies can freely design the search experience for their applications around these APIs and SDKs. ![uploaded image](/media/?type=post&id=69773&key=user_uploads/171080/664a8610-af91-45a6-aa1b-070123ae7081) ### **Backstory** We are a team of Stanford and Georgia Tech engineers with research backgrounds in NLP and Deep Learning. Kamil used to work at AWS on their knowledge system and AWS support stack, where he stood up Elasticsearch infrastructure and helped develop NLP systems to improve the self-serve customer support experience on the AWS console. Through that experience, he realized the challenges of semantic search and how LLMs could help improve user experiences in a much-needed way. Asim has also worked on standing up ML infrastructure and deploying RNNs for tasks like noise suppression in video conferencing while working on AccessBell (acq. by Tata). We are now looking to bring conversational, semantic search via LLMs to companies, focusing initially on hospitality services and companies. ![uploaded image](/media/?type=post&id=69773&key=user_uploads/171080/7c4c33f8-89a7-4068-b09e-8dcf8ac6026b) ### **Our Ask** If you know any OTAs or booking services (Expedia, Amex GBT, Booking.com, TripAdvisor, etc), we’d love an intro! We are currently working on bringing on a few initial pilot customers that we can work closely with to design their perfect search experience. Feel free to connect with us or make intros to [founders@plutis.io](mailto:founders@plutis.io).",Kamil Ali,https://bookface-images.s3.amazonaws.com/avatars/eba6440272268fcc623be20502971da5a34587cc.jpg,Otherimage_27880_1.jpg;Otherimage_27880_2.jpg;Otherimage_27880_3.jpg;,27880
Pair AI - Monetize your knowledge in a scalable way,"### **TL;DR:** [**Pair**](https://www.pairai.com/) **is the first truly mobile education platform.** We make learning as fun and engaging as watching a TikTok by enabling any creator to launch premium white-label mobile courses. As successful 7-figure course entrepreneurs ourselves, we have reimagined the course platform experience for the next generation of creators with best-in-class gamification tools and proprietary AI to maximize each student's learning.  **⭐️ The Team:** ![uploaded image](/media/?type=post&id=69766&key=user_uploads/1052399/03a2e5b1-eace-4b12-beff-4c2c8c8fb1d4) [**Parth Detroja**](https://www.linkedin.com/in/parthdetroja/) **(CEO)** is the global bestselling author of [Swipe to Unlock](https://www.amazon.com/Swipe-Unlock-Technology-Business-Strategy/dp/1976182190) and has launched multiple 7 figure courses. He spent the last 4 years as a Product Manager at Facebook where he patented half a dozen AI technologies. He graduated Summa Cum Laude from Cornell University. [**Jason Goodison**](https://www.linkedin.com/in/jasonlevigoodison/) **(CTO)** is a Software Engineer and [Tech YouTuber](https://www.youtube.com/@JasonGoodison) with 138k subscribers. Before YC, he worked at Microsoft for 3 years and graduated with distinction from the University of Waterloo. ### **❌ The Problem** **The average completion rate for online courses is below 9%** because they are not designed for our short attention spans. Oftentimes courses are 20+ hours of content, but only contain 1-2 hours of actionable insights. Students don't want to consume long-winded lectures. **Today’s generation wants to learn from their favorite creators!** We asked over a hundred top creators what was holding them back from creating a course. The top cited reasons were: 1. The time commitment required to script and film a traditional video course 2. Not knowing where to start and how to effectively monetize a course 3. Worries about piracy of video-on-demand courses 4. Not being able to coach each student to the extent they’d like because their time doesn’t scale   Courses allow creators massive monetization potential without dependence on advertisers; however, **many of the best creators are deterred from selling information products altogether because no platform today fits their needs.** ## **✨ Our Solution** [**Pair**](https://www.pairai.com/) **is the first mobile video course platform built by creators, for creators.** We are removing all the barriers holding creators back from launching information products. **Our platform is specifically designed for structured learning through shorter**\\-**form video** with our average video length being about 5 minutes. We pride ourselves on offering more actionable insights through 2 hours of total video than traditional courses provide in 20 hours. Not only is this a much better experience for students, but it also lowers the burden on creators to launch their courses.  ![uploaded image](/media/?type=post&id=69766&key=user_uploads/1052399/1dddeb6d-e65d-4066-9654-71ce177db429) **Unlike other platforms, we only make money when our creators make money.** Creators keep a generous 90% of sales and we take 10%. With this alignment of incentives, our product roadmap prioritizes helping course creators maximize their long-term revenue above all else. Our out-of-box white label solution optimizes specifically for course sales and helps any creator seamlessly launch their course and craft a world-class sales funnel. We have handcrafted this experience after spending the last 4 years launching multiple 7 figure courses ourselves.   **Our platform also allows any creator or educator access to powerful engagement tools like streaks, badges, and leaderboards** to create daily habit and build a lucrative and retentive content business. These tools were previously reserved for unicorn companies like Duolingo, Calm, and Headspace with large in-house engineering teams until we decided to democratize them 🙂 **Pair also offers robust tooling to prevent ripping of your content** and to actively search for and file takedown requests on the off chance piracy does occur. As course creators ourselves, we know firsthand how terrifying piracy is. A ripped copy of your course getting SEO’d to Google could cut your sales in half or worse overnight. Astonishingly, not a single course platform today offers even the most basic anti-piracy solutions—until now. And last but not least, **Pair offers best-in-class AI assistance to help you provide 1:1 coaching and personalized learning assistance to your students at scale.** We do this by ingesting a creator's entire back-catalog of content to craft a chatbot that is fine-tuned to sound exactly like them. Creators can also use this chat experience to deliver push notifications and live content updates to students to support their learning process! ![uploaded image](/media/?type=post&id=69766&key=user_uploads/1052399/09f2a0b0-ad6e-40d5-bb6c-a55baa60ffe8) ### **🙏 Ask** **If there’s someone in your network with a large audience who is looking to launch a course,** [**please introduce us.**](https://team@pairai.com)",Parth Detroja,https://bookface-images.s3.amazonaws.com/avatars/ae96040e4a04ab90c0f10f4f54d6f82770397abe.jpg,Otherimage_27754_1.jpg;Otherimage_27754_2.jpg;Otherimage_27754_3.jpg;,27754
Cloudchipr - Zapier for your clouds,"### **TL;DR Instead of wasting runway on the cloud, sweating about your bottom line and limiting your developers, let Cloudchipr take care of optimizing your cloud usage and getting the most out of it.** Hey everyone we are the founders of [Cloudchipr](https://cloudchipr.com/) 🙂 ![uploaded image](/media/?type=post&id=69761&key=user_uploads/1159850/9a6a6c4e-e473-4927-823b-28d84a6d8e1f) **Ashot** (left) managed some of the largest cloud infrastructures in the world. A distributed computing systems and cloud guru, who can smell coffee ☕ and sniff expensive infrastructures 📈 from at least 1000 feet away 😄 **Suren** (right) worked on platforms serving 100,000,000s users from all over the world while at Picsart, AWS and Wayfair. A foodie with the power of Spring Boot as his spirit animal 🐩 😄 We got a lot of battle scars figuring out what’s the best way to operate your cloud. Now we’ve built Cloudchipr so that you don’t have to! 🚀 ### ❌ **The Problem** All clouds make it very easy to start using resources. That’s how they are designed and that’s why they won. Problem is, that freedom very quickly turns into a mess eventually hurting the bottom line and becoming an operational hurdle. **Where it hurts Product and Engineering:** * Services and resources sprawl out of control across various geographies and cloud regions. * Resources get wasted to ensure developer convenience (dev machines run over weekends, holidays and non-working hours alike). * Routine operational maintenance becomes a burden and a time consuming activity for expensive DevOps and SRE engineers. * Every launched resource in the cloud becomes a monument - once it’s there no one risks to touch and it lingers around forever. **Where it hurts the Business side:** * Accountability and trackability becomes an issue: ask any series B (or later stage) company startup CFO how much a particular project costs on a cloud and see them roll their eyes. * Cloud is treated as a black box. Although being one of the largest cost centres finance has little visibility into what is actually going on. They are expected to foot the bill with 0 insights or understanding how the money is actually spent. * Very hard to forecast spend and act on if it gets out of hand. ### **🪄 The Solution** Watch our [Demo Video](https://www.youtube.com/watch?v=0QLy74eGnLg) Cloudchipr is an AWS qualified SaaS platform (we also support GCP and Azure) which provides a suite of powerful tools for cost tracking, resource management, and automation. It simplifies cloud operations, streamlines DevOps workflows while giving financial visibiliy, predictability and control.  ✅ **Cost Optimization by granular cost tracking and reporting.** It allows to monitor cloud expenses in real-time and optimize their usage to reduce waste.  ✅ **Resource Management:** Cloudchipr provides a centralized dashboard that provides full visibility into their cloud infrastructure across all geographies and cloud regions. ✅ **Automation workflows:** Cloudchipr's automation features enable teams to streamline their DevOps workflows and automate routine operational tasks. With Cloudchipr, businesses can set up notifications and actions based on their criteria and free up valuable time and resources for other important tasks. **For example:** * If a resource is underutilized, Cloudchipr will notify the owner to take an action. * If there are resources without an owner, a slack message will be sent. * Stops expensive GPU nodes based on configurable usage criteria (e.g. idle more than 3 hours) * Stops/Starts the selected dev databases and virtual machines at night and on weekends * Takes care about resources being properly tagged. ✅ **LAST BUT NOT LEAST:** It’s 2023, so you should be able to talk to your cloud and your cloud should talk back!  We are launching the first version of **CloudChat -** an interactive Natural-Language interface for querying, reporting and setting automations for your cloud.  Cloudchipr automates the cloud cost saving and reporting, and helps the finance and engineering departments save money and time by removing the friction around the costs saving. We do that by automation workflows which constantly check all the cloud resources, take configurable actions and report about the progress. ### **Get started now:** * Try it for free at [cloudchipr.com](http://cloudchipr.com)",Ashot Ayvazyan,https://bookface-images.s3.amazonaws.com/avatars/fe6ea3ce3726f0c9fa1ebc05768051bdf61e64d1.jpg,Otherimage_27844_1.jpg;,27844
Doctor Droid: Proactively detect issues before it impacts your customers,"Hello everyone, Sid & Dipesh here from Doctor Droid! Tl;dr: We help engineers track complex backend workflows that cannot be seen with just a single trace. Our stateful alerting system proactively looks for “missing states”, which means you’ll be alerted even when a certain task or event does not take place. ### Our Story Dipesh & I are tinkerers who love to build products, and build them fast. Dipesh made a game one weekend that snowballed, and [then got acquired](https://www.linkedin.com/pulse/us-based-gaming-company-acquires-wordhurdle-dipesh-mittal/). I made a [volunteering website during COVID](https://mgiep.unesco.org/article/india-covidsos-online-volunteer-platform-wins-un-solidarity-award) to enable people to help others in their neighbourhood. These are apart from our full-time jobs, building products at Shadowfax - India’s leading last-mile delivery startup. ![uploaded image](/media/?type=post&id=69760&key=user_uploads/1073547/55de2e46-57ef-4d85-97d3-6df1c76a3562) As engineers, we were used to being called on-call when something broke, even though most of the times it wasn’t our code that actually caused the issue. ### **_The Problem_** We had multiple critical products where monitoring the functioning of these products was not just about APIs because: * A business use-case, when scattered across different APIs and batch processes, simply can't be connected together and viewed as a single flow to help find the leakage point * You can only query and search over events/logs as individual data points, so I can't setup monitoring over deviations from my planned path for the user or an algorithm * You cannot see a miniature / filtered version of your business behaviour and see irregularities in real-time * The more properties you add in your events, the costlier storing and querying that data becomes With Doctor Droid, we are making it super easy to detect and troubleshoot these complex products. ### **_How Doctor Droid Helps:_** Doctor Droid gives you real-time visibility of how your products are performing, so you know where to intervene: * **Workflow visualisation** of the critical product paths - easily detect steps of failure and monitor the data passing at each step * Setup **stateful alerts** that span across multiple events * Create **custom metrics** using the attributes directly or as an expression (without cardinality constraints) * **Investigate** issues at a order, transaction or user level * Setup automated actions (JIRA ticket, custom scripts) for known issues ![uploaded image](/media/?type=post&id=69760&key=user_uploads/1073547/9a0c9d88-f144-4b7b-b056-0337bf0145bd) We have a simple SDK to ingest events (similar to your logging library), our documentation is available [here.](https://docs.drdroid.io/v2.0/docs) ### **_Try now -_** We are in private beta and are giving 100k events/month complimentary for first 100 beta sign ups (apart from personalised support to help detect issues faster for your business). Request access on our website to access our product or write to us at [founders@drdroid.io](mailto:founders@drdroid.io)",Siddarth Jain,https://bookface-images.s3.amazonaws.com/avatars/bd9bc01ca328a7c9b95515768206aa1e77107cd0.jpg,Otherimage_27686_1.jpg;Otherimage_27686_2.jpg;,27686
Vellum - Build production-worthy LLM applications,"**TL;DR** [Vellum](http://vellum.ai) (W23) is a developer platform for building production-worthy applications on LLMs like @OpenAI’s GPT-3 or @Anthropic’s Claude. Use Vellum to save hours on prompt engineering, iterate on prompts in production confidently, and continuously fine-tune for better results (we helped one customer save 94% of their LLM costs through fine-tuning!). Request early access [here](https://www.vellum.ai/landing-pages/request-early-access). — Hi everyone, Akash, Noa and Sidd here. We worked together at Dover (YC S19) for 2+ years where we built production use-cases of Large Language Models (LLMs). Noa and Sidd are MIT engineers who previously worked at DataRobot’s MLOps team and Quora’s ML Platform team respectively. We decided to work on Vellum after realizing that while the MLOps industry has matured rapidly for traditional ML, companies using LLMs don’t have any of this tooling available. Engineering teams spend many hours building custom internal tooling to tame LLMs, taking away time from building their core product. ![uploaded image](/media/?type=post&id=69757&key=user_uploads/1020427/c77e40f4-74d7-49b8-89cf-650548274362) # # **The LLM Management Problem** We’ve seen companies building production applications with Large Language Models experience challenges at all stages: 1. **Going from 0 → 1:** ”Prompt engineering” has become an important role in working with LLMs. Today, most people experiment with various prompts across browser tabs and the more diligent track the results of their experimentation in spreadsheets. Rarely do people take the time to test each variant across a sufficient number of test cases, let alone try different parameter combinations and LLM providers. Most settle for a sub-optimal configuration because the testing process is so tedious. Querying for semantically relevant context against a corpus of text to inject in the prompt is another large barrier for many people just getting started. 2. **Managing changes once live in production:** Tracking model & prompt versions, keeping an audit log of inputs/outputs, testing changes to prompts/models before going into production, and measuring aggregate quality metrics are all critical for a production-worthy system, but all require custom code and non-trivial internal tooling. Engineers don’t have time to build out this tooling and instead, fly blind – never sure what their current baseline for quality is or whether “improvements” made to their prompts will in fact break existing behavior. 3. **Post-MVP optimization:** Most people find a semi-reasonable prompt for _text-davinci-003_ and move on. But, they also acknowledge that with more time, they could set up a fine-tuning pipeline, experiment with other models/LLM providers, and try out new foundation models as they’re released to maximize output quality while dramatically reducing LLM provider spend. They’re paying a premium for sub-optimal quality and risk falling behind as new models are released. # # **The Vellum Product** We have 3 products – each aimed to solve the problems we identified when building production LLM apps ourselves. ### **Vellum Playground: Super powers for prompt engineers** Create one “sandbox” per LLM use-case. In each, you can try as many prompt variants as you like across as many test cases as you wish. These prompt variants may differ in their text, underlying model, model parameters (e.g. “temperature”), and even LLM provider! Each run is saved as a history item and has a permanent url you can use share with teammates and track results. ![uploaded image](/media/?type=post&id=69757&key=user_uploads/1020427/3a844278-c463-456f-ae0a-566ecbd29153) ## **Vellum Manage: Confidently iterate on models in production** Once you’ve settled on a prompt you like, you “deploy” it through Vellum. Vellum acts as a high-reliability, low-latency proxy layer between you and LLM providers. Every request is captured and persisted in one-place, providing observability into your model’s performance. Because the API interface doesn’t change, you can update your prompt (and even the underlying LLM provider!) without making any code changes. Previously made requests can be replayed against proposed changes to gain confidence prior to updating a deployment. All updates are version-controlled and you can revert to prior versions at any time. ![uploaded image](/media/?type=post&id=69757&key=user_uploads/1020427/437adec7-b675-459c-8148-fe7600c20c41) ## **Vellum Optimize: Continuously fine-tune to improve quality and lower cost** Once you’ve collected data in production for some time through Vellum Manage, these input/output pairs (minimum 100, but depends on the use case), can be used to fine-tune your own proprietary models for better quality, lower cost, or lower latency. Your data and your models become a powerful competitive moat. Vellum periodically runs model evaluation jobs in the background to see if we can find a different model that works even better for your use case. If one is identified, you can swap models under-the-hood – no code changes needed! ![uploaded image](/media/?type=post&id=69757&key=user_uploads/1020427/72d1eb55-ddc8-4512-b674-1e409c4eb608) P.S: If you’re curious, we recently published a blog where you can learn more about the benefits of fine-tuning and how to do it. Check it out [here](https://www.vellum.ai/blog/what-is-fine-tuning-and-when-to-use-it). ### **Trusted by companies on the bleeding edge of AI** ![uploaded image](/media/?key=user_uploads/1020427/f3a6ea0a-6b88-4b9c-81a6-8a4770e42e0f) ## **Our ask** * Visit [our website](http://vellum.ai) to learn more, [request early access](https://www.vellum.ai/landing-pages/request-early-access) if any of these problems resonate with you! * Spread the word! Share this post if you know of others looking to build applications using LLMs who would likely benefit from our platform * If you’re thinking about using LLMs and would like to discuss your use-case with us, please reach out through our website!",Akash Sharma,https://bookface-images.s3.amazonaws.com/avatars/3b5057d416e32fe37841d8dac400c0c2bc3bff96.jpg,Otherimage_28115_1.jpg;Otherimage_28115_2.jpg;Otherimage_28115_3.jpg;Otherimage_28115_4.jpg;Otherimage_28115_5.jpg;,28115
"BuildJet - Change 1 line, get 2x faster & cheaper GitHub Action builds",,Adam Shiervani,https://bookface-images.s3.amazonaws.com/avatars/2b5ed35a7ba7b36ed7d13454395d29b3eb433b90.jpg,,27893
Upfront ⚡️ - Turning rebates into instantly lower prices,"# tl;dr Upfront helps merchants that sell clean energy products by turning billions of dollars of rebates into dramatically lower prices at checkout. Instead of filling out paperwork and waiting 6 months for a check, our software instantly applies rebates and manages the settlement in the background. # The Problem Clean energy products have higher upfront costs while competing in markets defined by the importance of affordability (e.g. 60% of appliances are financed). Rebates are designed to offset these higher costs, but because rebates are complicated and not surfaced during buying decisions, consumers today choose products that are worse for both the environment and their wallets. # The Solution We solve this problem by partnering with retailers to enable them to transform government and utility rebates into dramatically lower prices for their customers. This solution saves consumers money, increases retailer sales, and helps deploy rebates faster than ever. Starting with EV Chargers, we qualify consumers for all applicable rebate programs in real-time and advance their savings at checkout. After purchase, we work with the consumer to process the rebate and manage the settlement with the rebate issuer. ![uploaded image](/media/?type=post&id=69740&key=user_uploads/1202385/15a9b94d-59cc-4ebd-9cd8-2e27ba1df34a) # The Team ![uploaded image](/media/?type=post&id=69740&key=user_uploads/1202385/124cba11-ebdf-48b4-b7c4-56a3fa67421a) We’ve both spent the last half decade helping merchants grow their businesses. Andrew was an engineer at Affirm, building servicing and payment systems scaling to billions of dollars in GMV. Thomas launched and GM’d markets for DoorDash both domestically and abroad.  As new homeowners we were both struggling to figure out what rebates were available and how they actually worked… and we’d spent weeks researching climate tech! Fellow consumers and retailers agreed, so in January of 2023, we started Upfront. We're determined to help make clean energy products the obvious choice for consumers to stamp out the nearly 1 gigaton of CO2E emitted from America’s 124 million homes annually. # The Ask * If you sell a product that receives government and/or utility rebates (especially EV chargers)–we’d love to chat! [Book some time with us here.](https://calendly.com/thomas-upfront/upfront-intro-call) * Know folks in the EV charger space? Let’s connect! Reach out to [thomas@knowupfront.com](mailto:thomas@knowupfront.com) with any relevant intros. We'd love to hear your feedback in the comments below! Also feel free to reach out to us directly at [thomas@knowupfront.com](mailto:thomas@knowupfront.com) or [andrew@knowupfront.com](mailto:andrew@knowupfront.com).",Thomas Stephens,https://bookface-images.s3.amazonaws.com/avatars/0d110f0f766c03910800ba03861a815ed110d0e9.jpg,Otherimage_28372_1.jpg;Otherimage_28372_2.jpg;,28372
🔍 Mendable - Embeddable chat powered search for your developer products,"Hey YC! It’s Garrett, Eric, Caleb, and Nick from SideGuide - Today we are launching Mendable, a chat-powered search tool embeddable in your docs, product, or community to answer developer questions and reduce their time to hello world. Check out our [live search demo with LangChain](https://hwchase17.github.io/langchainjs/docs/modules/indexes/document/) and shoot us a message at [garrett@sideguide.dev](mailto:garrett@sideguide.dev) if you want to chat! :) **Problem:** We’ve spent over a year in the developer experience space, building tools to make the lives of founders and developer relations folks easier. During this journey, we learned developers have a hard time navigating documentation and understanding the capabilities of a product in an efficient way. In response, developer communities and support forums become overloaded with questions, and dropoffs and onboarding times grow. **Solution:** We’re building [Mendable](https://www.mendable.ai/), a chat-powered search tool leveraging cutting edge LLM models to accelerate a developer’s time to hello world and improve developer experience. We ingest your company’s resources (documentation, support forums, community messages, etc.) and give developers custom responses to their questions with direct links to sources via a chat interface. This interface can be easily embedded anywhere via a javascript component or accessed via slack/discord, allowing our search to be put in your docs, product, community, or wherever else you see fit. **What does it look like?** ![uploaded image](/media/?type=post&id=69730&key=user_uploads/1045324/4b531b27-de01-4e68-abea-2014a4088e8c) * **Continuous Improvements -** With our intuitive thumbs-up and down rating system and the ability for admins to edit answers, Mendable's search functionality continually learns and improves. * **Integrates Everywhere -** Mendable offers a chat-powered search bar to add anywhere in your docs or website. Support for Discord, Slack, Github, and more is coming soon. * **Resources Condensed** - Mendable’s generations are based on your resources - including docs, support Q/A, and community messages - condensed into powerful answers. **The ask:** Interested? Shoot us a message at [garrett@sideguide.dev](mailto:garrett@sideguide.dev) or schedule a meeting with us [here](https://calendly.com/garrett-sideguide)!",Garrett Frohman,https://bookface-images.s3.amazonaws.com/avatars/85cea63bc1117ff649d7091fb0eb813301d4bebf.jpg,Otherimage_27152_1.jpg;,27152
Orchid – The most efficient EHR for independent mental health professionals,"### **Tl;dr:** _[_Orchid_](https://orchid.health) is an Electronic Health Record (EHR) for independent mental health professionals that saves clinicians’ time, money, and frustration. We do this by integrating core administrative workflows, streamlining clinical processes, and automating manual flows. Altogether, Orchid practitioners reclaim \\~500+ hours of their time spent on administrative work, with the potential to save $11B in healthcare costs annually._ ### _Would you or anyone in your network be interested in learning more or helping out? [**Connect with us**](mailto:founders@orchid.health)_   ### **The Problem**  Did you know that **mental health professionals** spend more time on their EHR than they do with their patients? In fact, they **lose 500 hours a year** by clicking around terrible infrastructure and as a result the **healthcare industry loses $11 billion annually**. Mental health clinicians face the following set of challenges: 1. Subpar EHR solutions cost mental health clinicians \\~1,500 hours/year 2. This admin time detracts from time spent with patients, translating into $10,000+ of lost revenue per clinician 3. Lost revenue and less time with patients leads to stress and ultimately to clinician burnout  No wonder it’s so hard to find a therapist these days, and it all starts with clunky software!  At Orchid we believe the path to helping those seeking mental health care runs through helping mental health clinicians. We need to figure out an affordable way to buy back the time of these mental health professionals because every hour wasted is an hour not spent addressing the mountain of unmet demand in this market and results in billions wasted for our healthcare industry.  ### **The Solution** Enter Orchid. **We are an affordable EHR that seamlessly integrates the core functions of running a mental healthcare practice.**  Imagine an all-in-one platform that automates scheduling, billing, insurance credentialing, analytics, telehealth, and note-taking. By doing this **we reclaim 500 hours of each provider annually, and we potentially save the healthcare industry 11 billion dollars**.  Orchid not only helps clinicians improve the mental health outcomes of their patients but also alleviates the supply-demand imbalance in the mental healthcare market by enabling clinicians to spend more time both onboarding new patients and focusing on their current patient roster. **Read what Orchid subscribers are saying about how Orchid reduces their admin work**: ![uploaded image](/media/?type=post&id=69725&key=user_uploads/1179470/fddba9d9-d1b1-42f8-859c-c0ec794570c7) ### **Make the world a better place** **If you or anyone in your network might be interested in learning more or helping out, we would love to chat.**  We're especially interested in talking with: * **Health insurance companies (payors)**, especially those interested in expanding their mental health offerings, in increasing their members’ access to mental healthcare, in decreasing their costs through efficient operations, and in improving their quality of care. **We have hundreds of vetted clinicians implementing measurement-based care.** * **Independent mental health professionals**: therapists, social workers, psychologists, and psychiatrists, even if they’re currently not in the market for a new EHR. You can also ask them to [sign up for a quick 15-minute demo](https://orchid.health).  * **Nonprofits** with an interest in supporting mental health We can be **reached at** [**founders@orchid.health**](mailto:founders@orchid.health) Please **follow us on** [**LinkedIn**](https://linkedin.com/company/hey-orchid) and spread the love.",Joseph Pomianowski,https://bookface-images.s3.amazonaws.com/avatars/66b586b72cc9c904eafd2fb90f9356f5af7d8813.jpg,Otherimage_27901_1.jpg;,27901
🌊 Waveline - The fastest way to integrate AI into your business!,,Jan Schnyder,https://bookface-images.s3.amazonaws.com/avatars/2fc226998583d3f1a18f9319547cc97c7dfccfc6.jpg,,27964
Wallbit: Neobank in the US for global remote workers,"**TL;DR:** Wallbit is a Neobank for global remote workers. We give non-US residents a bank account in the US where they can receive their income, and withdraw in crypto and local currencies around the world. Hey everyone 👋, we are happy to introduce Wallbit! ![uploaded image](/media/?key=user_uploads/1021346/74112f3e-dbd6-4d80-b025-6b4e6c217aac) **🙃 The Problem:** As an international worker, you have to figure out ways to receive payments and withdraw money locally. Some banks in Latin America don’t even support US dollars, and the **US financial products are not so accessible if you don’t live there!** **🌎 The Solution:** **⚡ One-Stop Neobank for all the needs of remote workers ⚡** Wallbit not only helps you receive payments, but also helps you get immediate liquidity. **Imagine receiving an ACH/Wire bank transfer from your client/employer in your Wallbit account, and then having those funds available in your bank account in your country in just 5 minutes…** sounds good, right? That’s exactly what we do. Now, take a look to the rest of our features: 1. Receive ACH/Wire and Swift bank transfers ✅ 2. Receive payments from payroll platforms like Deel, OnTop ✅ 3. Convert and withdraw in crypto or local currencies ✅ 4. Get access to a virtual US debit card ✅ 5. Invest in the stock market and US treasuries ✅ Yep, all that, and it’s live already, no waitlists! Sign up in [app.wallbit.io](http://app.wallbit.io) and get access to your US bank account for free. ### **💪 Why us?** We are a team of software engineers from Argentina who have faced this problem for years while working remotely for US companies. We’re combining all that understanding of the problem with our tech expertise to fill the banking gap between the US and the rest of the world. ![uploaded image](/media/?key=user_uploads/1021346/e30bd5b8-34df-4c62-b7ee-b0b0d0bb87c9) ### **🥳 Do you like it?** Sign up now and let us know what you think! You can reach out to us at [founders@wallbit.io](mailto:founders@wallbit.io)",Rodrigo Vidal,https://bookface-images.s3.amazonaws.com/avatars/647ac9c6fb6e9a98473e24c1bd0c54a1d10b13de.jpg,Otherimage_28116_1.jpg;Otherimage_28116_2.jpg;,28116
